reviewId,content,score
7853dbc7-aa9e-4f2c-a968-c6791eb3ac01,My favorite game!,5
25b0d29e-3376-47bc-b2d4-57dd796ba5a9,SWEET,5
f5aba5f2-b3d6-4b68-8f63-f937a5445ec3,Exllent,5
4f31c455-f834-41ef-9ac7-57f5ea83ef8d,Nice to play,4
fc063fcb-af63-46a5-8b11-c247aadf034c,Good game,5
e3a8b4e3-3349-4725-b474-1bae217227a0,It's so good enjoying for me,5
32eb4dd7-2da3-4926-ad67-1290c356ce72,I like this my crush to .,5
fd043fda-0285-4257-b2d1-2b9f44f491b2,Very fun and hard to stop. still don't like the continuous up sale. Would give more stars without the upsell.,3
9ca51934-dc4a-42eb-9413-0b0c0c05441f,Addicting,5
30b5651b-f56d-46f4-be97-502adc5785d2,Love it... I changed my phone and the game is started level 1 ...how do I fix it,5
74b34408-5f2f-45aa-8109-925ea7aafae2,Good,5
ea791570-b97a-4468-88e3-814d99deed6a,Having nice,4
7a05aea7-03c2-461c-8644-3e328056e58d,Best game,5
fc8b17b9-bb52-45b2-89af-e529a6da9620,I love this game 🎮 ❤️,5
55662fb6-5217-42a2-bb13-225d0798c6f9,Totally addicting!!!!!!!,5
c53004d8-902b-4f98-adc1-83128cd0eefd,I love this game very much. It reels relax all the time.,5
b3343e44-66c1-4182-9d12-ae3c2495f90f,Game never ends don't play,1
23af73cf-77ac-4288-9848-dab9126193d4,its amazing 😍🤩,5
a55d4755-f3fd-4a56-a0c7-95d69345cc6c,best game ever,5
f1f1df54-04e7-41f8-93bc-53e5c1d956b0,Mind clearing game!,5
2a391938-f722-4408-ac16-3c6675c178a6,"Some time it's not working ,",1
cf70fb1f-5ee9-42e6-a815-5675f2a3ecea,Kick a $$ game loving it,5
67a02cdd-3f8c-4503-a168-c19bc850acc2,Awesome,5
ee2c36db-fb67-4700-8341-09fc0d58d12d,"this game is very interesting game, The sound of the candies,,,,, OMG to much relaxing 💆 I love this game to much. 😍👍👍👍 I highly recomimded for this game 😃😀😚☺😍😌 so satisfying",5
4244ca20-c245-4369-b9fa-f5e59492a7e0,Ok,1
67968637-4ce8-4604-8fcb-d4b002e82902,My review is proudly brought to you due to your ads in other apps showing misleading in-game footage.,1
24a35975-99c1-4184-bca1-f921fa55a835,Best game ecer,5
745e88a0-b244-4f28-83a1-7e7e5a242d62,Best game,5
6facfc0c-19f9-4ee3-842e-a4f307801404,Very engaging! I love it!,5
8ffe18a3-d9b0-4139-858e-e4eac3dca8c4,This is very very good,5
e4248e65-6475-40bc-93c6-0396270782d6,If only I could get gold bars from friends it would've been more exciting.,4
ebf9abd5-a7d3-4302-bd0f-1a84c896189a,Mantop wan,5
83d6f0c8-8387-4030-be1c-91db00c32ead,Awesome,5
a72e0747-ba83-409b-99d5-7f658af4888a,Good,4
e6b28517-9d62-49bc-8f21-155bd981367a,Subahan,5
fda4da76-91e7-4f12-8017-0c0e8494946c,Nice,4
4fc4faad-9fbc-45f2-b0e2-c171b4d9eb8d,Is anwosam,4
ca7e3fc6-670a-4cda-9d35-668fec9c0ab9,Great game,5
18d708c9-f972-41e5-b274-98aec938207a,Why doesn't Candy Crush work on Facebook?? I can't update nor access the Google Play Store thru the game ON FB. I also lost all progress & friend list as well..I have 5000+ wins..,3
21bd839c-a6e0-4275-81d2-9ee51b6636b0,💟👍🏻💟🩵💖🤍,5
834d26a2-e47f-4301-a199-ca5d6de5d24b,This game 🎮 is very nice,5
55ddd980-4125-452d-a8d9-c655e3686c9f,Best game,5
ce45909e-dcf1-4b54-86a6-a44d1133ee45,I want play candy crush,5
0238a192-782c-4493-9621-709c7c6e634a,Great fun yeah!!!??!? Happy happy 😊 😊 joy!!!! Go ILLINI GO...bye AARON..🥲 LOVE is the man ........go Packers,5
757cb049-5a65-4fc5-bcd9-b213f7548063,Ok,5
b676a1e3-d2a1-4666-b39e-18d3a202c1a5,It's a game,4
2e1610cb-bcd5-4705-80d1-1caf8031b3cb,Best game.,5
d4041a34-204f-42a8-ae23-9d6f885a866c,Make Part two of this game with better version and better graphics and the main Character Yeti and Brand New Booster that you could use in the game level and Brand new Booster out of the game and Easy hard level that you can win and Brand New Booster and Prizes And Make part Three of this game with the Main character of Mr. Toffee And Ten Brand new Treasure chest And Hundred more brand new Candy Sirpe and hundred more Brand new Candy Booster That's you could use In the game and Hundred Mechanic,5
da27cb11-08ea-4773-ba0f-c54778194a6a,Okay great,5
0c6c9f4d-920c-4522-9171-60c716a189b1,Very super....,5
9c97e696-23eb-4e70-9db4-eaa0118404b3,Very interested game ☺️ 😀😀😀😀 I spent lots of time in this game .,5
bf71b02d-57ea-4d2f-bec8-3d43f8110469,Nice,5
c6ba5f65-896f-42b8-b44d-45b481083aa5,Tell us more (optional,4
a770ac32-f14e-42df-b99e-eb36afa9e731,I have an best experience with it,5
7699aac7-265b-4ded-9699-c27e1674f63c,Good 😊,5
bd4bf353-6cca-4aad-aeec-c18c96de3fb3,This is very poor game ..,1
a38effe0-ad2b-4e1d-be29-54996d95a91f,this game is nice,5
7ebfe209-9864-478e-8821-beaae666b392,I really liked this game to start but in the past couple weeks it's giving me fits i don't enjoy being forced into candy royale in the first place but since I have to go through it i wish it would at least correctly score my wins i have counted at least five times that although I beat the level it's booted me out of candy royale saying too bad maybe next time!! Either stop forcing us to take part or make sure you have our wins and losses correct please!! If not for the friends I honestly think.,3
70592300-4ad5-44fd-85d1-333e3fa76f79,This game is really fun to play and addicting. Love love this game,5
ab77ff78-b8c9-4a0e-9868-2f183b9d667a,Really good game,4
377a00aa-2aa4-482c-9b0f-59995c8661ca,So Yes,1
6797ae44-9b9e-422d-be86-9cc4a7db47a3,Nice 👍,4
9145f6f5-d426-43d7-ac87-ce10e89e30b4,The number of life Is Too small,1
e0afc316-f319-4536-a996-b5c1694efd11,Good,5
26a0cfed-0a21-41c0-9ac5-f2dde8cf549b,It's a nice and entertaining offline game.,5
7fc62c4d-4a94-40ae-a492-e27f8de8a1c2,good,5
0638d36c-6b01-460d-91b2-736bbbbb7783,Money grab,1
0b828f89-69ba-4795-8a17-f73b32a07a01,Nice,3
f1bf2f03-cf1e-4b30-b2af-9a5d7c339a74,It's very good 👍🏻,5
f2f854f2-daa3-497b-b082-2c928b49edaf,Oohh,1
74f43eb6-a74a-4fed-9f08-bb2e6bbb6702,Good,5
d61e12ce-f448-45d0-be80-e096f45a989a,Very good,5
a4f9cd92-8bde-4b6c-940f-024d78c39ce0,In my account episode race automatically won another people when it starts 5 to 10 second how can I fix this problem,3
9405081f-b762-4bb7-a08c-0ee766770468,Awesome!,5
0a8f05b2-7a6e-4696-a814-95a9fe936b3c,Fun game,5
12e4f7b3-3c04-4a34-8883-70a38e418bc1,It's very nice game and it stress free. It's so nice Don't know whether this game's lable will ever end or not 👍🙂,5
7ce30047-d855-4d64-9af9-70b637c2ac9e,Super game,5
0345faff-5ed5-4bfa-9d7d-f315680db6f2,Played this game for years and it used to be fun but now it intentionally and obviously forces you to stay stuck on a level just to make you purchase something. Now it's just a money grab...not fun anymore... almost impossible to do anything.,1
33897afd-b822-4cbd-8f55-2de2837f45bb,I love me some candy crash,5
4eeecb3a-ee13-47b3-ba53-349ff555b68d,I love the game it's a fun,4
9444b044-c404-4559-aca9-530f9acb2aee,This is very best game 🎮,5
3f37d9f2-4a00-4aa1-bfd1-49f64dee1127,My best game ever,5
6f8b6a90-9868-4c93-9840-f1253bbf2d55,Nice,5
2d4bf42b-46ea-4de4-90d8-ee62d6986ff1,Great game,5
b4f54f98-040b-4311-b959-5a98ff90b2d4,Update version pls,5
c3e3a304-ab9d-46b7-b734-28708fdac283,Fun....relaxing,5
6fcc8f8e-4f28-4f07-afb1-b3e17c3f7f53,Relaxing,3
0acc7b47-215a-432d-a9ab-84ed4d057522,Nice,5
c1784361-1ae4-48e5-96b1-6da4043535e7,Loving it 😍❤️,5
8bab48e5-2b6f-406b-ad24-3eddbfc14405,So amazing 😍😍😍😍,5
df1c06e4-1a30-4c9b-9c9a-f2bb37885ba7,Nice game,5
2c3570af-f6d0-40cf-ad73-c79ded7ae610,Great time killer. Addictive as! Again. And again. And again. Here for the colour bombs. Again. And again. Send help 😂 🤣 yup addict,5
77bb56ed-2db9-48c1-968f-64ac39f24338,Trying to get hold stars thoughout,5
50fa6381-1369-48a4-a5d9-6d89bf8886ed,Very good 😊 game,3
c0d3e132-0f0d-49d6-98f3-05c071c157de,Patotoya,5
80bcfd60-aa8d-4d87-898e-0aa9647af261,This is addicting!,5
617b21ef-f464-452f-a29f-1a8092653a44,Tenang bila main game ni sampai satu dunia ketagih,5
e557fe66-e2e3-435c-8795-79ff2253d361,Good,5
e94fb354-365a-4dff-8dfb-60dc7021654d,Nice,4
f4f30cd4-d15f-433e-8420-772b8ebb5b99,The game was very fun and entertaining,5
8dc62dfc-8ddb-4dea-b114-885e59ca3250,"Yes, youre becoming your parents.",4
c34553cf-f8f0-42ec-b522-e26d4e7a1008,LlYAH Oil FiHen,1
ef107935-b469-4788-bc99-f1dd0be87007,What a game 🥰,5
748f3c95-3b92-4fd4-9661-c95587bffb00,This is relaxing game. I really really much love it. So much nice game it is. Can't be explained in words. So goooooooood,5
e8885cc4-ab4f-42fe-8837-6b6f9557320f,Good,4
521d4104-e7ed-4d67-a284-d19a7124bfd7,Describe your experience,5
e67a4212-3944-4674-8192-2dc6a61d4be6,Awesome game!!!! 😎,5
885c1733-7eac-4752-9e92-51cd96aa0829,"Candy Crush Saga is a popular puzzle game with various challenges across thousands of levels. Its addictive gameplay, vibrant graphics, and regular updates keep players engaged. The game strikes a balance between simple mechanics and progressively difficult puzzles, making it appealing to both casual and dedicated gamers. While in-app purchases can be a drawback, the overall experience is enjoyable and entertaining, making it a standout in mobile gaming.",5
9c19370a-f0b5-4e7f-beb6-c2061bac262d,Md belal,4
2e2117d8-f9f7-4114-8791-5df5cff982f6,Lotsa fun. Can't stop playing...,5
e22e084a-75db-40eb-a405-09dae03228f0,Fun,5
6ca6d884-e310-4e93-a031-b0b75938867a,very nice game👍👍,5
5c97ff9c-6f92-40b4-8bdf-c229edd4194e,The game is fantastic 😊,4
6732c7d8-58c5-47d7-b269-5da2fe436b93,Good,5
a43bb925-c0fc-432c-b61a-65e0b1e1f2e2,The best,5
e9fffeb9-87c8-46e5-953e-489b054a06b2,Nice,5
0d55450f-c21c-4969-9083-ab3e2b1d16ee,"Although a lot of fun I feel at times that the play is controlled, not random.",4
d7fc1b2a-2fce-482f-bbf5-3fceae86f422,💕💕💕 very interesting,5
d12fbbad-32f3-4a22-8949-35f718f5ae4d,This is literally soo relaxing ❤️,4
cded07f9-40de-47de-afaf-4cb1d683c0da,The games wonderful 👍,5
bb33f988-baa1-4b06-8484-219ffe5bbfe0,Great but sometimes it's very irritating.,4
a839fa59-2f4a-40f8-ae64-56af7d8cdeff,Fun,4
4bb63362-cd55-4a4a-84f3-fe02cf4ce32c,"This game is so bad and I was hate this game, it is boring gameplay 🤒🤒😡😡🤮🤮🤮🤮🤮🤮🤮🤮🤮",5
f9d57b93-28cc-4f5f-9111-51bae68559b6,Tooooo slow,1
aaf32d01-4ed4-40a0-a8d7-f74de7323d1b,Good game,5
2ec2aaf0-1823-4f21-83e6-9933be4d6407,Enjoying,5
c8c8454c-393b-49eb-be8e-a6186e90d300,"i love this game😍 , this game have no time limit and have no adds🥳 , i can play this game for time pass🤩",5
abc4a27e-bd68-44a7-8bd7-f17fdeb36136,"It's great, so much fun! 😊",5
98fed252-9958-4999-b6cb-a650bdc7e3ac,"Love to play,",5
7922c118-e7b9-4264-b7bd-b918d38656ac,"Fun, fun, fun 🍬🍬🍬",5
13c0a6b4-dd2d-4171-9ebb-a467b27f2efd,"So addictive, at wlang ads, at legit earn money",5
47f74501-0e33-4ac3-bef2-46f6c5d6db67,nice game,5
7eca9373-98f0-4b32-a39c-826883809168,Very nice ☺️,5
dcb8e05a-d7a9-4a05-90e9-6e828861a958,What the hell.. showing all ads r 31sec but it was earliyer 5/10seconds.... ads are so long that it disteact me... its now become so annoying with this ad.... Some levels are too hard but with less moves that even the game maker can't complete through out the moves....,2
53aae7cf-dc58-411c-8365-9d168514eccc,"Now as a beginner it's ez to pass every level, who knows in the future?",4
fe59e28d-d739-4bb6-b40a-3d34b7ae771f,Candy crush is the best game +16k level playing now,5
55f00461-50e1-4413-8f13-e9d9668ea24c,Very very nice 👍 gems,5
91ef8195-f0ad-4c5f-9e17-dc1a024c5dd1,nice,5
4bbd4b60-9076-4573-b4f0-550aef1a985d,"JB is see s hai A a aa `, hai no? (1 me w a,QK# ?ww",2
22adb792-1469-47dd-b2aa-f7bbec22abc3,Good app,5
8696c9d9-c73c-45fa-b577-049368e8f47f,Stress buster,5
f1879524-baaa-4566-b730-72260639420b,Cool,5
3f9b1ed3-a865-44f3-8dae-b656ae7a8479,Good game passes time,5
507fbc1d-c39d-4a33-8e9e-2055909bf184,Great game to play luv it,5
2d798a2b-b991-4bd3-ba9c-9abb84e76ecc,Keep playing.,4
b9c985c5-c635-4cd2-a9d7-4bf425b09d33,Good game,5
c8b8f493-0204-4325-99b9-ca74c9a27b6e,Nice game,5
6658dc0f-d8e1-45f8-aa99-d7820d733a69,It's a game I love 😘💕 soooooo much,5
70e1d50b-6dac-4d35-a0dc-4a604bcf12f6,"The game is great and addictive,it will keep you Busy for a whole day ☺️",4
3afee73f-de74-4ac2-ae2e-08a2f1c9535e,Its so fun and exciting ☺️ 😄 😊,5
2134ee94-a1ed-4aaf-915c-c4ac5ea7fbef,Nice,5
17b0a90d-57c9-47ee-89b5-e8bb9af685a7,It's a very nice game,5
2d66d574-e967-4dba-bac7-1811c6118fe1,It keeps freezing and not responding since yesterday...how can I solve it😔😔,1
12e05d99-ede4-4fcc-afaa-76fe71a33494,Perfect,5
b81c8fa0-75cc-4f24-9b1d-ed7d76c24669,Very good game,5
3ebd65af-2052-4638-be05-df13c97ac31e,Good,5
517852a8-fbcc-42e5-8693-c49134676cfd,"कँडी क्रश मे रिवॉर्ड लेने के लिए अॅड देखता हू तो गेम बंद हो जाती हैWhen I see an ad to get a reward in Candy Crush, the game stops",4
d13bfdf0-4685-46c8-84e6-757fcb8f9ec3,Good game I love it,5
4e195477-fe35-4f11-9ecf-e56a958fdf5a,Great,5
02108cc6-7443-46ea-b0d8-6540208edfc8,Nice,1
478a6c37-6804-44d7-a853-a2a75701c53b,Awesome 👍,5
b9ada3a3-7cf9-4066-8f77-eb90f2339423,Excited,5
4b44b3ab-5d90-4a34-9071-e495960e62bc,amazing,5
a0b0336e-359e-4bae-b8bc-a35d9e4bb9bb,This game is very,2
366204f1-5cb5-4a36-9878-2a864180cd9a,So Good ☺☺❤❤❤✨✨✨😍,5
88b5e0e0-9d69-4d2b-b8f3-59e6a5839cce,Very nice,5
c7b299d2-9621-43c2-a3e2-c6d525f53b3b,Very good,5
